ensembl_gene_id,Hela_2017NG_PR,K562_2014NG_PR,K562_Amit_PR,Hela_2017NG_IE,K562_2014NG_IE,K562_Amit_IE
ENSG00000005810,0.8018664532100108,0.7271632914279488,0.47040371033479805,1.9310270661320486,NA,NA
ENSG00000005812,0.7949864197717503,0.18531973014646716,0.27665588441858147,1.2664135186269938,NA,1.369069095714531
ENSG00000005882,7.652635908586976,NA,NA,3.1598629547068504,NA,NA
ENSG00000005884,2.0992039538028013,NA,NA,0.7066394762738744,NA,NA
ENSG00000005889,0.6963822131193049,NA,0.5445784654372772,2.6791884796154792,NA,2.919707230917394
ENSG00000005893,3.6170101532587458,0.9485002959279757,1.834821644283051,0.7556151190121668,NA,10.664362130383724
ENSG00000005961,NA,0.489813282625731,0.2959092265041766,NA,0.3225284303788526,NA
ENSG00000006007,1.0181430090177495,0.4535276792263918,0.36360711332382384,5.62465429119622,NA,5.894904221566144
ENSG00000006015,0.21680153422683582,1.2000063077481107,5.135218868667104,0.13880392479115047,0.24525253471824948,7.955760735942845
ENSG00000006025,NA,0.44417023098504377,0.1520667203019554,0.27141352108828415,0.5001060295841846,0.6422740267829736
ENSG00000006042,NA,1.8201905362896262,2.1697383120566798,NA,1.3165486182300592,5.180466806995827
ENSG00000006062,0.1281192626508446,0.11507723735446147,0.06904199504326783,NA,0.5277289919151297,0.6661335136652258
ENSG00000006327,0.3642574912872258,0.2068153529453495,0.3874140796190711,0.7980615638538051,0.19138205700861127,0.43280757370045064
ENSG00000006432,0.09096460553390148,NA,NA,NA,NA,NA
ENSG00000006451,1.2827403429764574,0.4935295516525637,0.9392870269603587,4.573559367994013,NA,NA
ENSG00000006459,0.43213115612413,0.1558076746553917,0.17011346459237298,NA,NA,NA
ENSG00000006468,NA,0.38466094515739635,NA,NA,NA,NA
ENSG00000006530,1.6121420316392698,2.014722744709228,1.2222471935549377,2.799702678789107,5.847823568249292,6.319033120985401
ENSG00000006534,0.1948106215840356,NA,NA,0.3245584310828302,NA,NA
ENSG00000006576,1.8926201103699396,0.39865235101050256,1.0030904063213675,2.7716701516926983,2.1292385499863618,NA
ENSG00000006611,0.23871638432557213,NA,NA,0.6587835334812845,NA,NA
ENSG00000006634,0.2087309152667915,0.4295345178575328,0.7485079753822058,0.43420323051714527,1.61390632179586,3.284881104279904
ENSG00000006638,0.07961559618156566,0.13770646023332364,0.09347398285117506,NA,0.6958470190245499,NA
ENSG00000006695,0.7741774781884767,0.7869823105696957,0.48822482229909087,NA,NA,NA
ENSG00000006704,0.8405014587883874,0.5465805246273628,NA,2.032008058317969,2.186894716312972,NA
ENSG00000006712,1.2952283089968757,0.5882897721716773,NA,0.5170176117236487,0.8571976436577428,NA
ENSG00000006715,0.7962794854889159,0.7990302336350199,1.7592655912518647,NA,NA,7.176847083411566
ENSG00000006744,0.7148206211532293,1.5851419160490332,0.618716469879828,1.376671721911473,1.7243125424218073,2.4585044264704097
ENSG00000006747,NA,0.5450525445741551,NA,NA,NA,NA
ENSG00000006757,2.209366767325219,2.4521799889814218,1.708685621878718,4.009112738259283,7.000458513939268,NA
ENSG00000006831,1.4105720119038048,0.7450224973223504,0.637398749253838,6.12959475923389,5.632558612368715,4.108313890316898
ENSG00000006837,0.20656943319159018,0.13850168042586006,0.10166715857950351,0.7269924060191449,NA,NA
ENSG00000007038,2.985367170463541,1.6647636456584332,0.9950920686331483,0.22345895593649912,0.1778358870359164,0.7555438284794931
ENSG00000007080,0.3988286700927457,2.9225577289316376,0.9938458348333843,0.3125749022522234,3.0563066308033373,1.9270446969792496
ENSG00000007168,2.1666482881694837,0.39854214867773313,1.7524016361020407,2.4775584588671116,2.127544376113047,NA
ENSG00000007202,1.4877969085818357,0.5874480323075023,0.33356994959479813,2.2447961960955745,1.0421993763099184,2.72380382485363
ENSG00000007255,0.1415943694380508,0.393570607236708,0.776693783893738,NA,0.6836877024306269,NA
ENSG00000007264,0.4066505049568606,0.504604695713786,0.2982768756229241,0.31718089991717785,0.36098593614147584,3.6824069643725115
ENSG00000007314,NA,0.2587501701741802,NA,NA,0.2946906708313188,NA
ENSG00000007341,0.3713577776199366,0.31415315411963984,0.40243959435338683,0.4824654655043804,0.49963298010658547,1.8684156252151254
ENSG00000007372,0.7246017307598699,0.3946992390589014,0.11679457609841,NA,0.5976969912093674,NA
ENSG00000007376,0.19960035144512894,1.2255031261611233,0.645304132773429,0.18250847246413035,0.254206726356381,0.961993281113123
ENSG00000007384,0.2896566752945181,0.3235077785017379,0.07340004607563588,0.27747630856962113,0.44143171775839624,NA
ENSG00000007392,0.4231856953224435,1.0970464380986915,NA,0.6087409031764387,0.9837236767290389,NA
ENSG00000007516,NA,0.10957767697820815,NA,NA,NA,NA
ENSG00000007520,0.23767082401529877,1.5633754628610452,3.141981678153535,0.7402470076360153,1.3479776407882476,4.131845190279916
ENSG00000007545,0.19829559837978022,0.2695810142593664,0.12462833533861002,0.5324662070488217,0.6680651547175624,0.4752221799886712
ENSG00000007866,0.1247451223013023,0.29769017568434225,0.07381086472926264,0.27791247489778326,0.4812068393870999,0.5215153476233246
ENSG00000007923,0.36773496135264,1.0273611268947371,1.0372463247811587,0.799870190488948,1.8776291022426594,5.943531754308493
ENSG00000007944,0.1133765806463583,0.10339730595100224,0.13135915206473894,0.42470360582435923,0.4884318494938169,0.6623897354670047
ENSG00000007968,0.22755581968794902,0.15102371140692508,0.08977192962788941,0.2671334336481553,0.5213618414936289,0.7175359378477892
ENSG00000008018,3.879391034939535,5.6808318822645,4.471174379364787,4.644423966745226,12.770520186857055,30.948038101241448
ENSG00000008083,0.2817106202305072,0.23020033628406816,0.3051876274721456,NA,2.2468508098668583,NA
ENSG00000008128,0.05847214940519819,0.5720061783782286,NA,0.16193193085383198,0.5042832111795528,NA
ENSG00000008130,0.3992422338211349,0.8514056831195114,NA,1.012264778564749,0.9388610495140987,NA
ENSG00000008256,0.5483394469429019,0.753032614332039,0.30771627777623833,NA,NA,NA
ENSG00000008282,2.4247996853171174,0.9572125114758355,0.6935417019326587,17.094787615055562,4.642243367826685,3.3925439554556847
ENSG00000008283,1.480056200406228,0.9528189135545007,0.7743281079578075,2.2299787327259692,1.1833998238460661,NA
ENSG00000008294,2.6028165031055264,0.6506705248978328,0.9827245943996951,2.890823495816464,4.808361388487324,9.350801667601672
ENSG00000008300,0.09834861087342474,0.10726683919002526,0.07053661205046582,0.1337249877277217,NA,NA
ENSG00000008324,1.236671212786993,1.0164967923952424,0.7604264766152617,2.882897462346051,2.865618005063788,4.401979266023693
ENSG00000008382,0.15491023644432192,0.19724847297931114,NA,NA,0.5728602837708585,NA
ENSG00000008405,2.1830661785425365,1.149823674945665,0.8995179788051653,3.894783694524959,NA,NA
ENSG00000008441,NA,0.39697978941439616,0.42177934356479024,NA,1.0852338460485684,NA
ENSG00000008513,0.20366778774644764,0.24241312172409427,0.09791977573917614,NA,NA,NA
ENSG00000008710,0.191352696109682,NA,NA,NA,NA,NA
ENSG00000008838,0.7778479366686211,0.7571554896344194,0.33860524585006424,2.4360306320641345,0.9879714246879555,2.230944318445404
ENSG00000008853,3.302215426205134,0.13853720482705362,NA,1.8498633808384288,NA,NA
ENSG00000008869,1.5121825915724982,0.43342012942021374,0.4831614558113359,3.358334851362562,NA,NA
ENSG00000008952,2.218548999583255,1.0999238510677918,1.4300918458172769,3.575524047691471,1.9581735678748902,4.395401292149746
ENSG00000009307,1.9869664924743828,1.7945399464936158,2.147553915322685,4.400601209939502,4.866200459437031,12.247725357923349
ENSG00000009413,0.7572269562623658,0.34087795069496135,0.14040055626741726,1.933111855618838,1.4951266626560324,NA
ENSG00000009830,0.4349536141973056,1.1049391630883798,0.33044332681180855,0.46253864770301784,0.19252144561326748,NA
ENSG00000009844,4.2655561540421045,2.1473050985886633,1.8527940878245122,6.584939560672554,7.639944347022076,7.714740285663324
ENSG00000009950,0.2673209069200085,0.17787743566194528,NA,0.5307853642304148,0.7679456472334667,NA
ENSG00000009954,0.5886779222459325,0.5012176959782397,0.4118236365325711,1.2697090123277126,1.9628704393709973,3.711024322162633
ENSG00000010017,0.9339738772265309,0.5388095771237928,0.35171342094462793,2.09784670174263,3.606686054000384,2.9953989663996397
ENSG00000010072,0.3534344996164251,0.6085518322062254,0.5221594462488484,0.6688925152916301,0.9881878780378647,1.333207074547783
ENSG00000010219,3.1780981023325854,1.5261649362296614,NA,0.3350573199769199,0.747250801153301,NA
ENSG00000010244,1.8281530854645636,1.236828144457616,0.7197080169139306,2.189503996451428,2.4484629845182284,4.464517881807362
ENSG00000010256,6.982958088379144,2.8559558751281284,3.806722716443595,9.907153931450392,5.199611947876874,16.629688339215868
ENSG00000010270,0.8203024965128137,1.775945592219508,2.0239173129726775,NA,NA,NA
ENSG00000010278,22.71922073005806,NA,NA,12.456526466621908,NA,NA
ENSG00000010292,0.5509053888034006,0.7567961203466657,NA,1.6825693551094234,2.5493178251072877,NA
ENSG00000010310,NA,0.11792021658618108,NA,NA,0.18284848948144128,NA
ENSG00000010318,0.19799732678313972,0.45723078869686345,0.4559543832444713,0.07692139177571354,0.5907588169870006,0.8096474837014629
ENSG00000010322,0.588257023427746,0.4811972881022721,0.5586982734760738,1.2914813275141996,0.41678009724221315,2.09337384897512
ENSG00000010539,0.09881659193007801,0.11753487235014987,0.12686400477227136,0.45899641374856,0.4710553911403974,1.2020807378707161
ENSG00000010671,NA,1.9933881538046452,NA,NA,3.0157339039439637,NA
ENSG00000010704,0.5385352624684445,NA,NA,0.29658789738631697,NA,NA
ENSG00000010803,3.842096250078879,0.8725307746323142,0.11492723366089855,4.232034546819525,2.894273035255258,NA
ENSG00000010810,0.7143159802577144,1.398693960622395,0.573804491277107,2.2924702686163734,NA,NA
ENSG00000010818,0.2107960455401932,NA,NA,NA,NA,NA
ENSG00000011007,0.3109235764089911,0.5957689912018181,0.32833919465216177,1.1644674338004304,4.100969720679512,1.7810360479227658
ENSG00000011009,0.7536679805648703,1.8673003807669326,NA,0.7970251354077404,1.086982782575128,NA
ENSG00000011021,0.11057524790283013,0.17244228716433468,0.2430862625408884,0.33253637946849673,0.5936427616858007,1.3484398214854711
ENSG00000011028,NA,0.36909335143049216,NA,NA,0.6780390694915069,NA
ENSG00000011114,0.715351515571945,0.129462675297437,0.1637249950641918,0.6926944873195408,NA,NA
ENSG00000011132,0.09741208544863954,0.3157038328495259,NA,0.126427647353578,0.25980699520362777,NA
ENSG00000011143,0.9396735230413672,0.5833085935667284,1.1796304082018603,0.3768104172699117,0.682191776370585,2.0332586875750414
ENSG00000011198,3.6099163851558074,0.22880646057677081,0.8863387373562035,3.1967786846252473,0.8831933539830807,3.113574885894396
ENSG00000011243,0.44506123370226347,1.2718305225434539,0.6139854762883747,0.8354411337780044,1.4347694021710313,3.6985225226564293
ENSG00000011258,0.6102196459322203,0.3036970806821174,0.18131557972318121,0.6438057311720977,1.3380007177541837,0.9945968526772575
ENSG00000011260,2.6149512684357474,1.4317756624682954,2.445673698653652,2.2414016590256707,3.3867879332291486,9.114266302931705
ENSG00000011275,0.5751637825387236,0.5742087388355142,0.25766488682311084,1.994557731437732,2.6548843679320897,NA
ENSG00000011304,0.9346953658006802,0.7687774911300167,0.9494166572532052,0.3795476900273921,0.7662433729155654,2.7246652008090173
ENSG00000011332,NA,NA,0.09535454256824692,NA,NA,NA
ENSG00000011376,0.8981724553757521,0.81672053734,0.9986896846599942,2.6486399240196157,NA,4.393893917081214
ENSG00000011422,0.7797484502972836,0.20125741879863815,0.16620196519205235,0.5130400743667417,0.9298478086311728,NA
ENSG00000011426,0.6740094143750412,0.3554751357721487,0.5502461416349312,1.449343192053658,2.0188023720366024,2.797953383239827
ENSG00000011451,0.10587572783307235,0.4617266269694146,0.04350846269324195,0.06363975899682323,0.2168990477291795,0.39781435507212853
ENSG00000011478,0.14675233341046853,0.6229754156458743,0.15920533666157072,0.2752304371227366,0.373937599694903,1.133628499130894
ENSG00000011485,2.942984104476063,2.1895703556602615,0.6040886596576294,1.486647880961576,2.89326881556098,5.839445943921646
ENSG00000011523,0.08808492164509564,0.08684480233577613,0.07800978286777731,NA,0.5919924264427375,NA
ENSG00000011566,1.112281416229069,0.24406455087703155,0.46689635632694015,2.195129969216905,NA,1.905270989707878
ENSG00000011638,NA,0.4048320771500198,0.7389549735924099,NA,NA,NA
ENSG00000012061,1.033610034845173,1.3354322259622293,0.5081704536355457,0.8723617791845233,2.6512853846648956,3.1855880759468653
ENSG00000012124,NA,0.19682370258472354,NA,NA,0.3116412743890189,NA
ENSG00000012171,0.993936810213874,0.1855092061380028,NA,0.3138760246713308,0.10855524528138716,NA
ENSG00000012211,0.09516661942483605,0.4294379734457904,0.12186125483888749,0.24414087520757066,0.46824201646225655,1.0051027483611885
ENSG00000012232,2.161749140707959,0.3746675675582229,0.6466984101782144,NA,NA,NA
ENSG00000012822,1.6462524772282985,0.2631252284011331,0.4153571610812505,0.22675358641825427,0.8839417196204867,NA
ENSG00000012983,0.5988059766852393,0.8885572170102576,0.675718167491934,1.806323173007127,NA,3.237801156555798
ENSG00000013275,0.5156804734818847,1.2431710157998406,1.8709599014234266,1.2377237818011275,2.506068122618852,3.139937374265814
ENSG00000013288,0.29718729869993005,0.16932384108303933,0.3206808539253675,NA,NA,NA
ENSG00000013306,0.9671796324811144,3.6095909836435203,1.141934030323127,0.3532795394152206,0.45908801343143435,1.2440738949317884
ENSG00000013374,1.6773501902759806,1.5107233241209053,1.6519266332709046,4.345979846668176,NA,8.772305790068943
ENSG00000013375,NA,0.16563520314886793,NA,NA,0.7664765811276898,NA
ENSG00000013392,0.3339244684955209,0.03478265838779731,0.11130469620070653,0.06585851729242653,0.06629412958871608,0.25951629096571155
ENSG00000013441,1.0565215727084325,0.3367143701937736,NA,0.39053520495152094,0.4404613003779223,NA
ENSG00000013503,1.0634947217579394,0.5591626181677615,1.3628111779451775,3.4642461902883555,NA,NA
ENSG00000013561,0.31376932562769194,0.4136472242986083,0.9553700917450932,0.717914635220992,1.1717729868747275,2.6900341611129486
ENSG00000013563,0.39041049242007775,0.22318405112561718,0.14414599797504676,0.40510135841392564,0.4049728803773225,NA
ENSG00000013573,0.3421360151651085,1.295308923408838,0.8555536382160959,0.5242578998985398,0.8433011901644974,2.4747356061556247
ENSG00000013583,0.6010785433495213,0.49974068138218825,0.08839734771966982,1.7084360434533281,NA,NA
ENSG00000013588,0.704932108296704,NA,NA,2.1408106084588074,NA,NA
ENSG00000013619,0.20861856667631684,NA,NA,0.570391843840973,NA,NA
ENSG00000014123,0.6280648299636632,0.40692628624466337,0.9985694107660888,0.8724211770226946,1.594058206773008,3.087952489288315
ENSG00000014138,2.127977345629631,0.503925177684119,0.5517840043516681,1.951962216517356,1.1629969230187822,1.0768498965996762
ENSG00000014164,0.05709185478511371,0.32358055715699174,0.09574673396190475,NA,1.1911813796321373,NA
ENSG00000014216,1.4099560759889742,0.9296220385960485,NA,1.7373778734772551,2.230294034713278,NA
ENSG00000014641,7.144653873269739,4.919531805770318,4.931971951748104,4.852015867074914,10.360105190893263,17.212215515056
ENSG00000014914,0.9313228573370925,NA,NA,0.15151284837387077,NA,NA
ENSG00000014919,0.701456793601328,0.4817487426753525,0.8893583177248482,0.3598931644364171,0.4068691769402679,3.847809583134119
ENSG00000015133,0.18380082988635638,0.48402458777100515,0.15224489724991144,NA,NA,NA
ENSG00000015153,0.8240678349292679,0.9633993787221933,0.28781497529682193,2.897852640692788,3.9632135210787975,NA
ENSG00000015171,1.220365247258857,0.6268951311876745,0.7840155996988476,2.8224078593515087,NA,NA
ENSG00000015285,NA,0.5728334428537886,0.5018330313261486,NA,0.2998685372179314,1.0447441318182107
ENSG00000015475,0.8002086499624991,7.631444820599514,2.6963019045094594,NA,4.942432697963943,9.897585680696439
ENSG00000015532,0.20861183480569662,0.19122447710549498,0.24133360722597574,0.1888877529768015,0.24997483181801192,0.6460529679921082
ENSG00000015676,0.6471225999901776,0.6196381367723702,0.7651037935711218,0.935993637891813,2.564043007396887,NA
ENSG00000016391,0.17162349082605774,NA,NA,0.37706419433002664,NA,NA
ENSG00000016864,1.6759496774887528,0.7364656458145308,NA,0.9548218904296393,0.6902019531807378,NA
ENSG00000017260,6.849360750756071,1.0479176547232265,2.5478669530925155,1.0784646771611688,2.164557796368097,3.0162653309988077
ENSG00000017427,NA,0.8456465782830868,0.703774631711931,NA,NA,NA
ENSG00000017483,NA,3.270754260723536,0.5994872833118455,0.8688423850995347,1.048270570254917,NA
ENSG00000017797,1.3721388422212295,1.1030212966586217,0.8828334174995774,1.9046171102741638,4.554743988623189,6.367841124895953
ENSG00000018189,0.566943692467108,0.4441799560680968,1.1971975385583316,0.2877531122273594,1.2768320063379388,2.27550499642669
ENSG00000018280,NA,0.06976912103800254,NA,NA,NA,NA
ENSG00000018408,2.0812821696746586,NA,NA,4.874720146745947,NA,NA
ENSG00000018510,0.8397165988363601,1.6646753074569336,1.8770098572219667,4.7090384145402435,4.254000503913407,4.044943308177293
ENSG00000018610,2.162665899949103,2.177822101725434,2.6507153754659276,NA,NA,NA
ENSG00000018699,1.72751553485877,2.0652681674972055,2.5693742376703534,NA,NA,NA
ENSG00000019485,0.2013326126268118,NA,NA,0.657455755989019,NA,NA
ENSG00000019549,0.624902569369215,NA,NA,0.7154927371621109,NA,NA
ENSG00000019995,0.6658348250130005,0.06949384284578274,0.23150217515637977,2.7570703034484154,0.06449477496514086,NA
ENSG00000020129,0.16711641515680276,0.3043889193010688,0.2975728174798073,0.08606976050808221,0.2931741609774872,0.9448760473120407
ENSG00000020181,0.26372770430414527,NA,NA,NA,NA,NA
ENSG00000020577,0.07270931736443435,0.14690176287297088,0.15860178494311708,NA,NA,NA
ENSG00000021355,0.5277932800366222,0.4017193002645975,0.8639217614403588,0.6017046307765818,0.8250395222307786,1.048014156629227
ENSG00000021574,1.1483652885018578,0.41926817826191126,1.1942910571035916,NA,NA,NA
ENSG00000021762,0.2279258568901109,0.3478307584087986,0.07856451728004465,0.510061018175484,0.4478237193092193,NA
ENSG00000021776,1.1841961828662655,0.7519443301866171,0.5380191872183785,4.141028390724545,NA,3.020109052191425
ENSG00000021826,3.695653233543515,NA,NA,8.996403181389743,NA,NA
ENSG00000022267,2.714266433354763,NA,NA,5.696503656358396,NA,NA
ENSG00000022840,2.0823133073726754,0.5054621945641488,0.65253356304796994,1.4092774672052617,3.127240606698687,2.0507005267327383
ENSG00000022976,0.3256690383032304,0.4474921211492318,0.1345824019333065,0.14610410403620816,NA,0.5669756284711451
ENSG00000023171,1.636874199639616,NA,NA,0.7014923815557691,NA,NA
ENSG00000023191,0.31041967254562686,0.7547712352858306,0.9847460857667915,0.4837503478054858,0.6407391834443504,3.385907355171657
ENSG00000023287,0.4952921252742448,0.23530630020688845,0.611017715644309,1.3593188250396415,1.7413330721644549,3.841471643285096
ENSG00000023330,1.0866551206832036,0.29597869903231444,0.4524327338598135,1.1160656278708005,1.125727610189087,2.18821252335291
ENSG00000023445,0.8202459275124472,NA,NA,0.1928703243276902,NA,NA
ENSG00000023516,0.7569015546125374,0.17521406015033075,0.28989553793059125,1.2294558281324288,0.9942638854273276,1.1078089727800822
ENSG00000023572,0.9567869288589117,1.5039577593995308,1.9160475061317126,2.886966064032576,7.623085049740875,8.439070946494406
