ensembl_transcript_id,K562_AB_1_PROseq,total_RNA_1_RNAseq_ex,gc_5utr,len_5utr,gc_cds,len_cds,gc_3utr,len_3utr,gc_intron,len_intron,exonJunDen
ENST00000007264,5.434880056639333,5.922641693110476,1.381001061918153,-0.42864692950553696,1.679712725963916,-0.5115528449318322,2.1357833021349895,-0.43447241914657625,2.812145069016897,-0.5914601704318254,-0.43371364052794903
ENST00000007390,4.3524696736842845,6.99107757712835,1.3146780008793164,-0.6486085159012022,1.9029838379288817,-0.5115528449318322,1.2043196655775301,-0.795362744078023,1.6920608425752004,-0.5907388413405518,0.3834232516669624
ENST00000007516,6.9182015592318775,9.670602763259689,-0.004166486993703848,-0.8275603150027603,-0.06347687573283832,-0.7969786913795389,-0.5593656059899537,-0.808797685570978,0.4073764991348733,-0.45265136356325175,1.2933401602215218
ENST00000008527,4.594244203319009,5.223600240104295,0.2387853936718523,1.267666999477983,-0.7649855028313647,-0.010227960786501093,-1.5295224869318,-0.5910589786161898,-1.0765292242624152,0.43135311885981314,0.32793211486218476
ENST00000009041,4.5321894495601,6.21301892468279,0.49528087996683723,0.033645218173488235,-0.9181495881476051,-0.6542657681556855,-1.011148136502106,-0.5317599265093539,-0.954091283125001,-0.07542761096153378,0.6238043687203231
ENST00000011473,6.279464894609577,6.460643311184764,0.8309390189721446,-0.7492689028958286,-0.8714459732511695,-0.6085244466095787,-1.2301859495001062,-0.2843716935011478,-0.9446881360290131,-0.3971717478039868,-0.4775360014702331
ENST00000011619,6.935268117896157,6.240604756354689,1.339525795578374,0.3058010793071079,-0.039933612423790045,0.25141239845723007,-0.9860032145218611,-0.48635908974005765,-1.1681592108676977,0.30334334027074217,0.24297143695657034
ENST00000012049,6.089952320278454,4.3157035281331755,-0.6927622550708071,-0.7828223652273708,1.3565298965037467,-0.38347714460273297,0.694146200395931,-0.4520768252407932,0.7299090809692113,-0.5095318213258597,-0.24904230894503532
ENST00000013070,4.571882905374391,5.02592429718732,0.6244614814610691,-0.7902786901899357,-0.7007393459692994,-0.3048020715434292,-0.060541318698714326,0.12330928973334909,-0.3571476168800512,-0.4126332800647655,-0.23042656844781376
ENST00000013125,5.0627814459032665,4.3224040656087945,0.8726365121108279,0.26479129201300083,-1.260624008938749,0.46548178329301015,-1.2977079895654116,-0.19449656765172466,-1.2492874330808899,0.5414551187046556,1.827289788189871
ENST00000019317,5.551568276545481,6.043216341148136,-0.6558746863530663,-0.09311230619011546,-0.5190766139715627,0.11601808668075381,0.4512841543417107,0.12191946819959512,-0.6156609676424585,0.00837201216382292,-0.6178260757044942
ENST00000022615,5.614763239918903,8.855952467611704,-1.0649761837611338,-0.5852297537194003,-0.9103544653010409,-0.5646127779253162,-0.2532159077658505,-0.6665726152834887,-0.803542202612903,-0.4735385450757845,1.4537542751963008
ENST00000025008,5.733319958782351,5.702083194413493,-0.31080154798213877,1.0402490881197528,-1.6879559911218782,1.834062123952527,-1.4307438479583785,-0.2732531212311161,-1.120628896456788,0.2864914200514214,0.061421560580043624
ENST00000025301,5.205435935586777,4.0850920181811965,-1.7320004627891388,-0.26833594281039114,-1.3609507847752407,2.395765552538719,-1.0491126844984913,0.9817557237487159,-1.2125723543831548,-0.1750232957813034,-1.0286850322804353
ENST00000029410,5.136826984559934,4.752858856122978,1.7817536354122216,-0.6299677034947899,1.3511214841171009,-0.48410805200416807,1.2379250573609557,-0.5924488001499438,1.48582438634034,-0.5168078365074027,-0.19051198404837238
ENST00000033079,6.2931360172124915,4.89044345502525,-0.7676991300947448,0.7606369020235682,-1.382018332162658,0.591727830760265,-0.7336905137933923,0.1626875665230448,-0.7893625209265465,0.33107792112797413,0.3318992365992087
ENST00000037243,5.682540054206705,7.349749664199665,0.964968297707405,-0.5218509915375985,-0.528505847034228,-0.8683351529914656,-0.8811414427619121,-0.6494314830338564,0.2368728975987771,-0.4956070336508379,-0.1250562807258034
ENST00000037869,7.048138902658491,7.420494856510997,1.5490021407628285,-0.6299677034947899,0.4010349628360146,-0.8299124428927358,-0.27673542788908656,-0.27788585967696267,0.5020065713925556,-0.5606625544478806,-1.0795813811837653
ENST00000038176,6.349025913247656,5.937307865088574,1.4389169743746018,-0.09684046867139791,-0.8677047280343382,0.5953871364839536,-0.7986969434129862,-0.609589932399576,-0.9743078932763025,0.15508407690200354,2.4430168577437157
ENST00000039989,5.455947247293831,5.5074914876840895,1.339525795578374,-0.7940068526712182,-0.6176466549435592,1.0052293775370709,-0.38281624869193376,-0.4108454530727588,-1.0306003433671134,0.7692801170543186,0.8630977884114511
ENST00000040663,5.584443937452838,4.817040616894391,0.571098472944852,-0.6747056532701794,1.5108849001597762,-0.4072626318067086,0.24580031485378268,0.04038327155269574,0.7850197061341955,-0.5368586944358501,-0.853241417524823
ENST00000040738,5.710103393034811,3.8150410905111656,0.3801848524147849,-0.41000611709912466,-0.8724245085264133,4.499866343659634,-1.0600473224555482,-0.29688008730493354,-0.9932333906939883,-0.09948236804878999,-0.4702253540710979
ENST00000040877,4.982101223739169,4.853066056199178,1.000811120470177,-0.6411521909386373,-0.36464493815427046,1.8834627512223225,-1.6784722236711993,-0.764323396490851,-0.7477512590750159,0.2584641259397596,1.0785032345694483
ENST00000044462,6.720113721002161,7.809601746978592,-1.7662397368062688,-0.4808412042434914,-1.3553256910713098,-0.6048651408858902,-0.1671478140332962,0.7223223707813088,-0.4172342157921193,-0.5262687470523687,-0.7304881635768271
ENST00000046640,4.006576071889962,2.420471555284434,-0.17053293184930465,1.2863078118843951,0.02206628645227643,-0.4109219375303971,1.3558104177770445,-0.3450605671417377,1.083764174692249,-0.3735456065535743,0.24127722206473934
ENST00000046794,7.160676550133518,3.6318946816088777,-0.587824834211125,-0.30561756762321574,-0.01045330815040729,-0.10719956246424761,-0.5972792647665375,0.25487906159539125,-0.1171230434293935,-0.11106544968837273,0.6703286186545999
ENST00000053468,6.448162399510558,7.2345966475532135,0.8798415936458207,-0.8797545897407147,-1.179704930735931,-0.7146443125965466,-0.26312776508420616,-0.2000558537867405,-0.6068168451320152,-0.512061700167718,-0.23279770422543195
ENST00000053867,3.5881969835873715,5.505485221353856,0.6499994926795442,-0.7753660402648058,1.3364949934296664,0.002579609246408825,1.2500310749339303,-0.7439393473291261,1.3402412523141527,-0.5463509671152194,1.10909816451364
ENST00000054666,6.043489974299941,5.366135638438548,0.2529995001014301,-0.5964142411632477,-0.5262255100727912,-0.8994392516428182,-0.3579827186720119,-0.05875733118842056,-0.36318778026497356,-0.5224739287895812,-0.7260280578100853
ENST00000054950,0.9106930612018069,2.048687966533855,1.1387081237443577,0.16785906749965684,-0.05915676752227584,-0.47678944055679096,-0.7609468039854652,-0.292247348859087,0.18792567032746585,-0.47730200120416877,-0.6740926232606932
ENST00000056233,4.630624829326593,4.286846728633909,1.131827950186921,0.19768436734991654,-0.1855202006115182,0.1873745482926805,-0.8506401427693431,-0.2593549058935764,-0.15362624943582195,-0.27951147356797257,-1.2259337654920963
ENST00000064778,3.6264245575193157,2.23714919771847,0.5975793643889902,0.13803376764939715,0.7275449702439309,-0.6359692395372428,0.4648506255134629,2.020878957152098,-0.5697203837168268,1.3848456370755735,-1.0836801246809757
ENST00000064780,5.182670424697131,4.285019903954092,1.2811531985075728,-0.4547440668745142,1.4805012491630003,-0.2956538072342078,1.110140769860621,0.03204434235017194,1.8326054849348195,-0.42091288354721096,-0.19302182024121775
ENST00000066544,6.86439060862126,5.968317210208411,0.3379374531562258,-0.4659285543183616,-1.3877466856921459,0.4252294203324361,-1.023545805282651,0.6106733742364068,-0.8835637205982243,0.08181167689132178,-0.12148175936296932
ENST00000072644,4.812657937349095,4.175865367684056,-0.8212496620932871,0.395276978857887,-0.699017539295848,-0.5225307621028978,0.16632394767538333,-0.6336801723179781,-0.3085766845899226,-0.22678127159138836,1.040320781528661
ENST00000075120,8.526686464885325,6.895373864841115,-2.1696973930309187,-0.35408367987988776,-0.1955799279524308,-0.17489671835248574,-0.1194097770122823,0.12469911126710306,-0.17190784939429368,-0.4684056090784604,-0.4770610380612248
ENST00000078429,4.16402614634624,4.597843710078436,2.0686800469196642,0.15667458005580945,0.9760297136706266,-0.4255591604251513,1.6946027990945167,0.41980455026752866,2.0593232426075847,-0.3396431392637126,-0.9215456823728185
ENST00000078527,6.390006442251609,3.8083433388828625,0.31738811393982747,0.30952924178839036,0.028430516420047867,-0.18038567693801857,-0.5078638202847267,-0.6299739815613009,0.09930047724238177,-0.5216585132950979,-1.0010707398553456
ENST00000080059,6.927613640696334,5.495428439318606,1.0746230351426658,-0.4845693667247739,1.4560289825756259,0.7307814482604299,1.2777066087880402,-0.3682242593709705,1.2897340466777492,-0.2610182683148843,1.2541832089223168
ENST00000081029,5.593222200786352,7.893157255419364,0.8798415936458207,-0.8797545897407147,-0.9783696771292953,-0.4914266634515452,-0.7755748013409021,-0.49516129278716614,-0.9154798813699963,-0.14951542646669883,0.23602212088351673
ENST00000083182,5.269329141739791,4.246652786679814,0.42902589721678974,0.23496599216274114,-1.2462861003778787,-0.012057613648345367,-0.797421776718592,1.1624325231367316,-0.7530305252472456,0.1950289820868823,-0.7202859807924591
ENST00000084798,3.7394120680063456,2.1139958737080486,-0.5323414050839135,1.1446376375956617,0.9982871809360854,-0.4822783991423238,0.6190486445552815,-0.8064813163480546,0.8802374245107095,-0.5374441209447098,0.6407642026348751
ENST00000155674,3.6760000525626206,4.848589674445876,-0.8840629021418821,-0.7641815528209585,0.9337126880166724,-0.36335096312244597,0.7237618056845958,-0.6503580307230258,0.5264576245293151,-0.3334334366518785,0.3362316051889186
ENST00000155926,5.226203107912483,5.055335464282367,-0.39165981057212834,4.365770021423708,0.3083910755860646,-0.4548336062146597,-0.24078843934567115,0.01212356703303175,0.18714919078446832,-0.3813861401543749,-1.3934674973715906
ENST00000156109,5.833509420361542,5.990579467889792,-1.772182648272753,-0.8760264272594324,0.8464116797354785,-0.21148977558937124,0.18468536560491436,-0.7874870887200838,0.5256598548490657,-0.5150306488912212,1.3012298958640187
ENST00000156471,6.028291801217496,5.331909099464854,-0.2426430854918082,-0.4435595794306668,-1.1478871931294203,1.6346299620115012,-0.5701126369146892,1.4343742699079245,-1.0772436450514262,0.5271644394615963,0.09855194638267166
ENST00000157812,6.256945065740562,7.809235468069479,-0.536357210287802,-0.18631636822217698,0.3889025569094942,-0.31760964157633914,0.6621771039639294,-0.823622448597687,0.4877126829283606,-0.5132011910510345,1.423978401887988
ENST00000158762,2.3411982458874028,2.049369248666965,0.09882474570216337,-0.15649106837191729,0.9872508809605585,0.2715385799375171,2.830351452534868,-0.8486392362052584,0.9893771031475794,-0.47565026212560013,2.4281539446171347
ENST00000158771,6.044122335811352,3.9706988738156093,0.47423788605827455,-0.8611137773343025,-0.7656744644579366,-0.6451175038464642,-0.5978715823068896,0.7024015954641686,-0.6040561800970236,-0.49321305739139343,-0.9177259082596831
ENST00000159087,5.128739924556468,1.8766976724794713,1.0910478485878043,-0.23478248047884898,1.7732202048192083,1.1717277879649,0.06518254646767094,-0.7504251811533114,1.9881491301642766,-0.5277427673693192,0.35283234911747585
ENST00000159111,4.337284041809789,3.602144707140908,0.4120213881392402,-0.08192781874626806,1.4267490210677216,0.9228949987540787,1.2139334480261108,0.08022482218697612,1.496267010978974,1.264362770743271,0.28364390477609325
ENST00000161863,4.745208050417826,5.041344484383946,-0.23523394569552025,-0.17140371829704715,-1.112441705951103,1.5339990546100661,-1.09074911692075,-0.04810203276297348,-1.4759816733062212,0.18136554553188713,0.6092551010853356
ENST00000162391,4.003560797195283,1.607063376151993,-0.07851062946444808,3.2957873892956417,0.5871296072391201,-0.032183795128632384,-0.17164362821062407,0.3489236520460764,0.09541143995535209,-0.42505268528843365,-0.7387212733710826
ENST00000162749,6.0558897126298605,4.3797003660203515,-0.5911478525383486,0.19395620486863407,0.7796374550320454,-0.24991248568810098,1.0351422518065532,-0.6295107077167162,1.0109332407447496,-0.48927188250139103,0.34299790030949934
ENST00000163416,4.3750003846388354,5.014334917273907,0.3494367452621058,-0.24596696792269637,-0.9897631865589316,0.2550717041809186,-1.251033493710121,-0.6545274953242877,-0.8073252236168462,-0.15862089948842856,0.40076444962683316
ENST00000164024,3.3769885214975943,0.24131898631362217,1.4635675643538244,0.015004405767075927,1.2413399618439493,4.9774057406009895,0.8574065368230069,-0.07960465419473006,1.690386214554331,-0.4541881081490087,-0.23661620051626311
ENST00000166139,2.896803943549013,2.444168510503394,0.3052363412301297,-0.8051913401150655,2.212330849961151,-0.6012058351622016,1.6773882423466546,-0.10971745409273267,2.555651292579463,-0.558707648070081,-0.8406550943430198
ENST00000166345,6.064405620174373,6.455308020220073,1.0996905597874762,-0.4957538541686213,-0.36536357416169085,-0.2919945015105193,-0.6774683306745347,-0.4154781915186054,0.6844355819255,-0.3672627256281328,0.7719822170675215
ENST00000167462,4.232591399062594,4.219649549961064,1.2688051491272112,-0.4398314169493844,1.4627778840727572,0.7746931169446925,1.1991216632859927,-0.7467189903966341,1.2434762690097627,-0.12476024837777108,1.7193556560441525
ENST00000168216,5.061948412670991,8.309822590035644,0.5514957351225689,-0.8201039900401954,0.7488956495552611,-0.6048651408858902,0.7896944262833288,-0.8189897101518404,0.5111255227662984,-0.5831387507701756,0.9034785529843287
ENST00000169298,6.331131529286636,5.8751831619473265,-0.3220183655933179,1.4354343111356938,-0.23287284630928304,-0.3395654759184704,0.341609351706619,0.3873753811466028,-0.18183430719689544,0.8936832501870213,-0.8788065396103565
ENST00000169551,5.673153743137789,5.555267943666918,-1.7078911514989696,0.14176193013067961,-0.8153743300354795,-0.6286506280898657,-0.4148680273362044,0.06354696378192852,-0.39572603864986483,-0.5123753215117501,-0.8300660988933415
ENST00000170168,6.711308180743754,3.43907156957485,1.9279215740520412,-0.4584722293557967,1.7862121125222188,1.1516016064846128,2.0797140082490135,-0.5076696865909518,1.8580624462146036,-0.30640973084111917,-0.040763143985121104
ENST00000170447,5.603785116324416,6.249228014353164,1.0234929067497436,-0.6858901407140268,0.03792938546373221,-0.3212689473000277,-0.37528825579191655,-0.21024787836760295,-0.08551878682961567,-0.35632779476621623,-0.3945120124701328
ENST00000170564,4.533781152290071,3.42918780897385,0.1625000046427921,0.24615047960658853,-0.2911312978927923,0.6210022765497735,-0.5979158363979191,-0.7096570828298616,-0.02236042032352421,-0.12300396885119176,1.0159248744925375
ENST00000171111,6.924440211035334,6.764626828837509,0.4145170947570399,-0.3168020550670631,1.1640259194485645,0.05929884796358132,0.7836655353979989,-0.6424823753650866,0.9262787712566253,-0.4523481962640208,-0.6715286952392829
ENST00000173527,4.332522981475608,6.474853879950165,0.6244614814610691,-0.85738561485302,0.19654869865594632,-0.537167984997652,-1.0509256185684495,-0.4108454530727588,-0.9201911882944549,-0.42442544260036963,-0.6181679099062404
ENST00000174618,6.343526180130636,1.413110584491803,-0.3089968596280226,0.3729080039701922,1.6351819047953742,-0.017546572233878188,1.404429887459398,0.42351074102420594,2.098396948288814,-0.47957052892600044,-1.1229525669062392
ENST00000174653,4.885872116048278,3.958566131799534,-0.37532448964519183,0.12684928020554978,-0.5562251970806318,-0.31760964157633914,-0.11934093168291228,0.09643940674743906,-0.6826862915482498,-0.4532890602961169,-0.5575344964691296
ENST00000175091,6.222974678937016,5.987624015184818,-0.39705896727793666,-0.5218509915375985,-0.7967837317500637,-0.6560954210175298,-1.0543844261171058,-0.6295107077167162,-0.5625601011765893,-0.421540126235275,0.5107053579410329
ENST00000175756,5.536856156820438,3.6700779878525482,1.7638496742853453,-0.7306280904894163,1.3964398569873944,-0.24076422137887962,0.9566772197469717,0.12377256357793374,-0.05431457167587724,-0.4411937304612818,0.25750543711790835
ENST00000176763,3.0933778899147155,1.0115189248450112,1.0566432097737262,-0.24596696792269637,0.7320585756440863,0.6886994324380116,0.6066327360600432,0.4119288949095895,0.408354539706488,0.8605439281676375,-0.13718282104894738
ENST00000178640,4.180612753504082,2.926266286179769,0.11370125709156569,1.4354343111356938,-0.7312671991188047,-0.2627200557210109,1.3345071316244619,-0.7179960120323855,-0.8001512275843953,2.133992941564868,2.716110893999165
ENST00000181796,1.350307189754347,1.0650205542866102,-1.4185794160169434,-0.05210251889600838,-0.29433359839083395,-0.5225307621028978,-0.46715195242116514,0.33178251979644413,-0.30980197254958974,2.0345227052827113,-1.1028604497423686
ENST00000181839,5.1329228012714685,4.197119135162838,0.6297543335270746,0.5145781782589257,0.055836366502479196,1.6840305892812966,-1.1042945877990327,1.2444319936282155,-0.935585571232732,0.8557977918279528,-0.9539984623149124
ENST00000182527,5.504821233118975,3.656144674249403,1.2761210780704355,-0.3839089797301474,0.015042365865728807,-0.4054329789448643,0.5118221181068442,1.795264594839371,0.0933054138517888,0.15334870546502635,-0.9277980022156174
ENST00000184266,5.791424792226079,7.005463842276253,-0.6524390794626883,-0.8350166399653253,-0.4085400759443161,-0.8463793186493344,-0.8564524686513417,-0.7768317902946368,-0.8885830759954725,-0.5479608900145837,-0.12886716865377568
ENST00000184956,5.545102061620823,3.6321023522755,-0.06656705739178773,-0.8611137773343025,-0.3899945310164613,1.078415492010842,-0.1552933738479215,-0.7156796428094622,-0.7930068860926999,-0.2731763224185257,0.7216761076692731
ENST00000185150,4.766486468686888,5.643256682216995,0.425662591736412,-0.3018894051419333,-1.0096636765259428,-0.19868220555646132,-1.0507208061860427,-0.5035002219896899,-1.0095658354984953,-0.2993009803763933,0.9549312851669957
ENST00000186436,5.440811234106341,3.6797292999550515,0.9923517129999416,0.14176193013067961,-0.7723718735947134,2.3628318010255223,-0.7957952300975235,-0.5331497480431079,-0.8391425754903933,1.8291948113449454,1.2712160902996783
ENST00000190611,3.44476636423428,1.62754386145028,-1.033269071317143,0.9880548133817983,-0.7372136438785934,0.6264912351353062,-0.6607035254642614,2.511022684722664,-0.8173886499392409,1.4614006071537904,-0.5247186801385458
ENST00000193403,5.211772782550831,5.219594178206325,0.4488876543340525,0.5071218532963608,0.6765623149828349,0.5496458149378467,-0.3266980055301446,-0.5549236187385868,0.6529681892061242,0.4556065027982896,0.9441086474963529
ENST00000196061,5.667365822025945,5.611611672888038,0.6974272277995692,-0.6896183031953093,0.893782736524964,0.24775309273354154,1.154523302746911,-0.5489010587589862,0.9607230519213315,-0.21004434586487936,1.3094572075611117
ENST00000196169,3.740812889414712,4.379927784418245,-1.103567399464179,2.013299495734475,-1.3189613716964446,0.10869947523337671,-0.90241884954084,-0.7592273842004198,-1.2062389380508172,1.21753910407929,0.4674313899069272
ENST00000196371,5.528399609245299,6.46759712326381,0.571098472944852,-0.6747056532701794,-0.665229148836408,-0.13098504966822316,-0.7214288980813741,-0.1157400140723332,-1.0691859533395982,0.8272268873866355,0.7338401133487841
ENST00000196489,4.438966371052743,1.4450031202542508,0.557840582630264,-0.15276290589063482,-0.529003524416688,0.004409262108253099,0.267817423380971,-0.6304372554058856,0.3619333978364109,-0.5554878022713523,-1.0439109241639803
ENST00000198767,6.303649966415495,5.774253723777601,0.223149876599317,-0.6113268910883776,-0.9199993327549555,0.10869947523337671,-0.6098746350077072,-0.08887013108642317,-0.4455063493416577,-0.28647386740548353,0.5702782090525705
ENST00000199389,6.9081927399630185,6.335058970807785,1.1796356383844424,-0.5815015912381178,-0.553273600198123,0.07027676513464697,0.11309338664405308,0.23727465550117438,-0.15256030760625608,-0.26573304252016566,-0.0797242525885432
ENST00000199814,6.94942210638415,5.512227843004723,-0.4036922169450737,-0.6374240284573548,-0.20409676952513772,-0.3139503358526506,-0.41156627371415744,-0.4423480745045154,-0.41778674468866683,-0.5223380262071674,0.4885291651963673
ENST00000200135,5.352911884038335,6.093932917331159,-0.3577697192495135,-0.8275603150027603,-1.0655678011540433,0.3428950415494438,-0.29523094668211997,-0.6517478522567797,-0.8834644055537374,-0.21226060336270566,0.9096113318247856
ENST00000200453,8.309697153306924,6.542186742677702,-0.03952681021928471,-0.029733544008313607,0.9249828626294997,0.15078149105579502,-1.6259314291962248,-0.8472494146715044,0.9236790565784925,-0.5922128616575022,-1.2022895390868709
ENST00000200457,5.782762692696503,7.405640971278997,-0.6317325838801411,-0.5106665040937511,1.5952254393608196,-0.21148977558937124,-0.14488680421953976,-0.8166733409289171,1.017390088350935,-0.559941225356607,0.6700588114810563
ENST00000200652,4.576658823931593,3.7681991740156295,-0.4909655556149314,-0.09311230619011546,0.1381173792202987,-0.07426581095105068,-1.0014105103387598,-0.7221654766336474,-0.11268671576826571,-0.10845193848810586,0.3333638550710421
ENST00000202017,6.703636611931523,5.976672030600982,0.5823988747482866,-0.6075987286070951,-0.2864060211902695,-0.8390607072019572,0.5845436416692745,-0.20561513992175637,0.4213714113936941,-0.5455355516207361,-0.6257976073678051
ENST00000202677,2.4404454388875494,0.8598516738133709,1.384373034791306,-0.31307389258578067,-0.5827572849283253,2.3445352724070796,0.489566780613384,0.8548186903325202,-0.6998431501611176,2.6723971569094442,0.3610366280729052
ENST00000202816,5.772250282328301,5.871799091484322,-1.7590862322632788,-0.5218509915375985,-1.694132737584945,0.47463004760223154,-1.8073900319250118,-0.6309005292504702,-0.9725393850982311,0.09839179194581475,0.3399559429001379
ENST00000202967,2.5837121027513765,2.023912781333338,-1.0290165330232546,-0.7045309531204391,0.36131059197819226,-0.5078935392081436,-0.8834454478879051,-0.7879503625646684,0.3749868527066479,-0.50414798825331,-0.4222735990444712
ENST00000203001,5.896122353596799,5.031095417424748,0.6643646239899366,-0.44728774191194925,-0.7608019286170009,-0.1730670654906415,-0.8544245567664546,-0.2811287765890552,-0.37164429303415425,-0.49719604846060017,0.036383548784452734
ENST00000203166,5.546522771071868,4.906370332962505,0.7266135263349693,-0.7008027906391566,1.4784126496400858,0.07576572372017978,0.12878130436087792,0.2076251294477564,1.1691337392716354,-0.5189404616468205,0.398202251534187
ENST00000203407,6.4329342104625695,8.501581989387489,-0.004166486993703848,-0.8275603150027603,0.7569980508405069,-0.20417116414199413,1.3581067919062624,-0.8282551870435335,0.8492733284773301,-0.5110685659116166,2.022350634356505
ENST00000203556,5.592715671082896,3.132247578264271,1.2389698764056276,-0.44728774191194925,1.4298580698864023,0.6923587381617001,1.0177652845671474,-0.6610133291484729,1.0618221293903738,-0.4943002780507045,1.1260763731128232
ENST00000204517,6.128257098059525,4.855273763892036,0.025194070197211798,0.10820846779913745,1.2378174098051307,-0.46398187052388107,0.3853812086052636,-0.4840427205171344,1.3882635924562683,-0.4627186087066797,-0.27301492950212003
ENST00000204549,5.842512133191278,5.3272885138069555,-1.5888328241401113,-0.8238321525214779,1.5739728749270088,-0.19502289983277277,-0.15282706351222652,-0.2667672874069309,-0.21357782229832062,-0.4634294837531523,-0.9288183077888869
ENST00000204566,5.811895101467184,6.115398591408138,0.9637255721006658,0.09702398035529007,-0.8842521182335593,-0.5188714563792093,-0.37852038317833703,-0.609589932399576,-0.26644746172784783,-0.34334387112329046,0.5355025695752673
ENST00000204679,4.140045622634246,4.343311204092501,1.339525795578374,-0.7940068526712182,1.158098225461883,-0.5243604149647421,0.9220788219736981,-0.4131618222956821,1.379262246362813,-0.4989627820319806,0.8333829979409453
ENST00000204726,6.167345818577369,5.172570767643263,0.07571082717978458,1.7821534218949626,0.87666656174836,1.6584154492154768,0.3455386191245895,1.0549529911930915,1.0108099590280357,-0.07730933902572593,-0.43286138291576776
ENST00000205061,5.199100765800542,4.070854383616928,0.4201573917132675,-0.8499292898904551,-0.1124211925422583,1.118667854971416,0.5378809451742996,1.2578669351211706,-0.4720515006946173,0.9773469707299641,-0.09256238337099325
ENST00000205194,7.075594259602176,5.0442075435511855,0.47423788605827455,-0.4808412042434914,2.4732060337041437,-0.7054960482873253,1.6050520895763059,-0.6040306462645602,2.3671961190796136,-0.5949204592609787,-0.8976231936758687
ENST00000205636,5.883654167759216,6.721270256254746,0.7724387427269997,-0.525579154018881,-0.642589972128216,-0.7475780641097435,-0.8212656878899167,0.3401214489989679,-0.915179402631492,-0.4150586184586132,-1.1751763532826802
ENST00000206020,6.853523583682163,5.607474973173023,-1.0649761837611338,-0.8760264272594324,0.37947403786384076,-0.6670733381885955,0.9362628643690943,-0.7439393473291261,0.7276766060468995,-0.5263628334555783,1.2716466582393338
ENST00000206542,5.863478640441738,6.170149053406765,-0.10010534845845824,-0.4435595794306668,0.2511541578904499,-0.46947082910941385,0.07854249377261092,-0.4979409358546741,-0.3415115803825006,-0.538395439021607,0.8321446517348051
ENST00000206595,5.145525952266615,4.861883998763203,-0.5301141517775557,-0.4808412042434914,-1.7178644536349874,0.2093303826348118,-1.407399007575101,0.7487289799226341,-1.2770733998832904,-0.029273003164820975,-0.44099328811012417
ENST00000207157,4.6087391502706865,2.158540219030181,-0.7035151018996395,0.249878642087871,-0.12527423575420768,-0.17489671835248574,0.006459345019135888,-0.10554798949147078,-0.6107109663829596,0.4712875699998908,-0.6448207970133116
