,Schofield_et_al,Mele_et_al,Wachutka_et_al,Blumberg_et_al,biotype,gene_id,txtype,nexon,gc_gene,len_gene,gc_exon,len_exon,gc_5utr,len_5utr,gc_cds,len_cds,gc_3utr,len_3utr,gc_intron,len_intron,exonJunDen
ENSG00000004961,1.2757818408810828,2.170077812157182,7.781304219950159,0.15385841334610614,protein_coding,ENSG00000004961,protein_coding,7.0,0.4298692477500424,11778.0,0.419850680720246,2277.0,0.6435643564356436,202.0,0.4745972738537794,807.0,0.3493690851735016,1268.0,0.4322702873381749,9501.0,2.635046113306983
ENSG00000005007,0.6691174981935943,2.7223543934451766,8.087559452386099,-0.09863232962336917,protein_coding,ENSG00000005007,protein_coding,24.0,0.5515578941568638,36299.0,0.6047120418848168,5348.0,0.7830882352941176,272.0,0.6056002383080131,3357.0,0.5747527632344386,1719.0,0.5423734289683694,30951.0,4.300673148840688
ENSG00000005022,2.9743273944682995,4.232266519763417,9.435027704261259,1.2014577072472952,protein_coding,ENSG00000005022,protein_coding,4.0,0.5248899424314256,2953.0,0.478194338179036,1307.0,0.6805555555555556,72.0,0.5228539576365663,897.0,0.3165680473372781,338.0,0.5619684082624544,1646.0,2.295332823259373
ENSG00000005156,1.6313837119698666,2.4592617203631235,8.982770105002343,-1.7324371575599917,protein_coding,ENSG00000005156,protein_coding,20.0,0.4722735042735043,29250.0,0.4767857142857143,8400.0,0.6616541353383458,133.0,0.5211221122112211,3030.0,0.4464388008401757,5237.0,0.4704556354916067,20850.0,2.261904761904762
ENSG00000005175,1.4514353304370038,2.6246458878078633,7.761963361323927,0.2982421940914049,protein_coding,ENSG00000005175,protein_coding,17.0,0.3654816667411013,44782.0,0.3546900207421065,4339.0,0.7058823529411765,85.0,0.3748748748748749,1998.0,0.32358156028368795,2256.0,0.3666394678930841,40443.0,3.687485595759392
ENSG00000005194,1.6895451805727606,3.518778840701424,9.059089103396213,1.2700203025501948,protein_coding,ENSG00000005194,protein_coding,9.0,0.4426246555399574,19233.0,0.4995039682539682,2016.0,0.6090225563909775,133.0,0.5133333333333333,900.0,0.4720244150559512,983.0,0.43596445373758497,17217.0,3.968253968253968
ENSG00000005249,3.095375922893604,3.536786083884269,9.73937440136146,1.5011507229703245,protein_coding,ENSG00000005249,protein_coding,11.0,0.3861340483489458,117107.0,0.3995662781241529,3689.0,0.8472906403940886,203.0,0.4884645982498011,1257.0,0.30865859129654555,2229.0,0.3856971556543053,113418.0,2.7107617240444566
ENSG00000005339,-0.7396129625710626,0.6827962012296789,6.865401972138783,-3.460914040824729,protein_coding,ENSG00000005339,protein_coding,31.0,0.4500523533303784,155673.0,0.5575303156530593,10803.0,0.8098765432098766,810.0,0.5688361304407149,7329.0,0.4496996996996997,2664.0,0.4420376889625181,144870.0,2.77700638711469
ENSG00000005483,-1.107647835082461,0.5401188817834419,7.090534874041509,-2.2363699468687965,protein_coding,ENSG00000005483,nonsense_mediated_decay,26.0,0.3745657469153057,100172.0,0.4309941520467837,6840.0,0.5823970037453183,534.0,0.3883756735950731,2598.0,0.4390507011866235,3708.0,0.3704302918613123,93332.0,3.6549707602339176
ENSG00000005700,-0.1370924142436039,2.3731120480894945,8.107730323821349,-0.0665421823187669,protein_coding,ENSG00000005700,protein_coding,29.0,0.3607217263818514,77758.0,0.3725165562913907,6040.0,0.412962962962963,540.0,0.3929098966026588,4062.0,0.2997218358831711,1438.0,0.3597283806018015,71718.0,4.635761589403972
ENSG00000005801,-0.42711033157941886,2.417392759062266,7.651786593707173,-1.6895610925409639,protein_coding,ENSG00000005801,protein_coding,4.0,0.4138640182579689,39873.0,0.5459704880817253,881.0,0.6559139784946236,93.0,0.5166666666666667,240.0,0.5401459854014599,548.0,0.4108791546983997,38992.0,3.4052213393870603
ENSG00000005810,0.8507194267273984,1.3510719475676942,7.906478022953691,-0.49332404761533294,protein_coding,ENSG00000005810,protein_coding,83.0,0.35726778974500606,282438.0,0.4423957020627446,15077.0,0.7398119122257053,319.0,0.4409061765334473,14037.0,0.3398058252427185,721.0,0.3524672633630185,267361.0,5.438747761491013
ENSG00000005889,-1.5382619139795337,-0.3203988073970508,6.2599050754392325,-1.1170435330874098,protein_coding,ENSG00000005889,protein_coding,6.0,0.40509825704463226,66611.0,0.3868548742831937,6801.0,0.6963350785340314,191.0,0.44482957827845176,1731.0,0.3541709366673499,4879.0,0.40717271359304463,59810.0,0.7351860020585208
ENSG00000006125,2.6250951105985116,3.528890910013936,9.23023913198443,-0.03832354764242708,protein_coding,ENSG00000006125,protein_coding,21.0,0.39742410303587855,139136.0,0.4659768502279902,5702.0,0.6011235955056179,178.0,0.46090973702914,2814.0,0.4623616236162362,2710.0,0.3944946565343166,133434.0,3.50754121360926
ENSG00000006194,-1.0599460379030448,1.0055286208184702,7.175167720400259,0.34130004243561934,protein_coding,ENSG00000006194,protein_coding,2.0,0.4807932427469703,27230.0,0.5101685066821615,1721.0,0.5551181102362205,254.0,0.5,996.0,0.5074309978768577,471.0,0.4788113998980752,25509.0,0.5810575246949448
ENSG00000006451,1.9804092364200718,2.3505070536053303,9.046597587813585,0.1540358458574777,protein_coding,ENSG00000006451,protein_coding,5.0,0.3965747672947049,84549.0,0.4097595981341945,2787.0,0.6769759450171822,291.0,0.42028985507246375,621.0,0.3648,1875.0,0.3961253393997212,81762.0,1.4352350197344814
ENSG00000006453,0.5346592804138779,2.8098185206188964,9.013488939798735,-2.1791702990001123,protein_coding,ENSG00000006453,protein_coding,14.0,0.4677862958123555,109441.0,0.5165980795610425,3645.0,0.7605042016806722,238.0,0.4908854166666667,1536.0,0.5066809192944949,1871.0,0.4661045786230103,105796.0,3.5665294924554183
ENSG00000006459,-1.2854247611483742,1.3550467195400806,7.490394560394604,-1.7868776549188279,protein_coding,ENSG00000006459,protein_coding,20.0,0.3915089225698736,92238.0,0.3829718004338395,9220.0,0.5434782608695652,46.0,0.4423213021939136,2826.0,0.3553875236294896,6348.0,0.3924570575056012,83018.0,2.0607375271149677
ENSG00000006530,1.4073255558782387,3.5969804494539463,8.99745876415913,-0.14278827806625197,protein_coding,ENSG00000006530,protein_coding,16.0,0.3958733758745291,104056.0,0.4427123928293063,3849.0,0.6807692307692308,260.0,0.4814814814814815,1269.0,0.39482758620689656,2320.0,0.3940742662688235,100207.0,3.8971161340607945
ENSG00000006576,-0.35854645432805926,2.2797328687447864,8.748232518495497,-0.6422511935427372,protein_coding,ENSG00000006576,protein_coding,20.0,0.3765058722717879,158712.0,0.3695652173913043,5198.0,0.6604651162790698,215.0,0.4079728583545377,2358.0,0.3112380952380953,2625.0,0.3767408835676225,153514.0,3.655252020007696
ENSG00000006607,0.9046574999057588,2.3517949944707714,7.278767117899639,-1.071422835231353,protein_coding,ENSG00000006607,protein_coding,27.0,0.4558484955650021,138557.0,0.5502619107009229,4009.0,0.6875,128.0,0.5377567140600316,3165.0,0.5810055865921788,716.0,0.4530353479799031,134548.0,6.4854078323771525
ENSG00000006634,-0.10795876073902873,0.8261721935235126,8.128800867891123,-0.3028626259436553,protein_coding,ENSG00000006634,protein_coding,12.0,0.3641753123015033,33061.0,0.3767441860465116,3655.0,0.6666666666666666,240.0,0.3619753086419753,2025.0,0.34820143884892085,1390.0,0.3626130721621438,29406.0,3.0095759233926134
ENSG00000006712,1.061465163932325,1.5150952618204516,8.030180378781992,-0.3692544108517832,protein_coding,ENSG00000006712,protein_coding,14.0,0.522635998539613,5478.0,0.5486363636363636,2200.0,0.6942148760330579,242.0,0.5469924812030075,1596.0,0.4585635359116022,362.0,0.5051860890787065,3278.0,5.909090909090909
ENSG00000006715,2.0412780327060247,3.368013611492739,8.88541970923398,0.6618261645761125,protein_coding,ENSG00000006715,protein_coding,29.0,0.3814346625997487,186218.0,0.40826785104202257,5854.0,0.7647058823529411,17.0,0.4187134502923977,2565.0,0.3982273838630807,3272.0,0.3805637488634096,180364.0,4.7830543218312265
ENSG00000006744,2.1147168277589006,3.2327484413347856,8.225784429667584,-0.7660505799865602,protein_coding,ENSG00000006744,protein_coding,24.0,0.4798985463355542,26416.0,0.5412795327847093,3767.0,0.6625,80.0,0.5630794034663442,2481.0,0.4883913764510779,1206.0,0.4696896110203541,22649.0,6.105654366870189
ENSG00000006831,-0.6059249343742628,1.6626361926461368,7.704255713943613,0.11885433326958271,protein_coding,ENSG00000006831,protein_coding,8.0,0.3930433891706368,97605.0,0.4699068244774616,3971.0,0.625,208.0,0.4771748492678725,1161.0,0.4542659492697925,2602.0,0.3897836256060833,93634.0,1.7627801561319567
ENSG00000007202,2.4286382154328634,2.692490284859823,9.616904626115522,-0.8153200240162193,protein_coding,ENSG00000007202,protein_coding,39.0,0.4648845765636701,30713.0,0.5184437264404954,7428.0,0.8235294117647058,102.0,0.5159511031604055,6708.0,0.4951456310679612,618.0,0.4477990122396393,23285.0,5.115778136779753
ENSG00000007376,0.631150857725145,1.682931454739408,8.77428452219256,0.15542372801847126,protein_coding,ENSG00000007376,protein_coding,6.0,0.6710680751173709,3408.0,0.669921875,2048.0,0.8045112781954887,133.0,0.6613418530351438,939.0,0.6598360655737705,976.0,0.6727941176470589,1360.0,2.44140625
ENSG00000007392,0.4245996622308257,1.6075410058243924,7.391603592153398,-0.5705883057026875,protein_coding,ENSG00000007392,protein_coding,9.0,0.4732929991356958,40495.0,0.5450643776824035,2097.0,0.7338709677419355,124.0,0.5286298568507157,978.0,0.5376884422110553,995.0,0.4693734048648367,38398.0,3.814973772055317
ENSG00000007923,1.514374788622409,2.3080648222410747,6.922347791765321,-0.3343853901517243,protein_coding,ENSG00000007923,protein_coding,16.0,0.4655343178559286,67647.0,0.5526398000624805,3201.0,0.5,16.0,0.5303571428571429,1680.0,0.5780730897009967,1505.0,0.461207832914378,64446.0,4.686035613870666
ENSG00000007944,-1.3056100725926896,0.382742866610948,6.190032692803118,-2.161220415066162,protein_coding,ENSG00000007944,protein_coding,7.0,0.4025465741272243,19163.0,0.4677734375,3072.0,0.7552742616033755,237.0,0.5164424514200299,1338.0,0.3787575150300601,1497.0,0.3900938412777329,16091.0,1.953125
ENSG00000007968,-1.4619585466663363,0.7114543784644187,7.338951364411136,-2.7109777863186078,protein_coding,ENSG00000007968,protein_coding,7.0,0.516494595902565,24796.0,0.5742879137798307,5196.0,0.7272727272727273,440.0,0.6255707762557078,1314.0,0.5351539802440441,3442.0,0.5011734693877551,19600.0,1.1547344110854505
ENSG00000008018,2.7757775018907247,4.024112788228887,8.443335957673808,2.9272678108932007,protein_coding,ENSG00000008018,protein_coding,6.0,0.3977897514844953,18188.0,0.4792368125701459,891.0,0.676923076923077,65.0,0.4765840220385675,726.0,0.37,100.0,0.393594264901428,17297.0,5.611672278338945
ENSG00000008083,-0.9333252372755398,0.81365465596975,7.560904535591573,-0.9452041828716516,protein_coding,ENSG00000008083,protein_coding,18.0,0.4392116648669802,275974.0,0.4994169581875729,6003.0,0.4012738853503185,471.0,0.5605453087409783,3741.0,0.3975432719151312,1791.0,0.4378729567249816,269971.0,2.8319173746460105
ENSG00000008130,1.303605422683787,3.0358895522865468,8.904987963958966,-0.9801156163376582,protein_coding,ENSG00000008130,protein_coding,14.0,0.5370691448782856,28838.0,0.5652888037229674,3653.0,0.5073170731707317,205.0,0.6086711711711712,1776.0,0.5263157894736842,1672.0,0.5329759777645424,25185.0,3.5587188612099645
ENSG00000008256,-0.05551632885124829,1.8275918330596963,8.967519462660816,-0.9399124558887411,protein_coding,ENSG00000008256,protein_coding,13.0,0.4477536552147129,110869.0,0.5312777284826974,4508.0,0.8394160583941606,137.0,0.5120532003325021,1203.0,0.5252525252525253,3168.0,0.4442135745244968,106361.0,2.6619343389529724
ENSG00000008294,1.4362684647193904,2.7754821964543215,8.007074107727652,0.19794844339530088,protein_coding,ENSG00000008294,protein_coding,30.0,0.4000441097703141,158695.0,0.4217013049782504,8276.0,0.8066037735849056,212.0,0.4581442259203227,3966.0,0.3665202537823328,4098.0,0.3988525385755789,150419.0,3.5041082648622517
ENSG00000008405,1.111231672786384,2.255058440301747,8.107873419688186,0.6170547325891766,protein_coding,ENSG00000008405,protein_coding,13.0,0.3754819642612491,102186.0,0.4599933043187144,2987.0,0.6802721088435374,588.0,0.4514480408858603,1761.0,0.28056426332288403,638.0,0.3729372271897902,99199.0,4.017408771342484
ENSG00000008441,0.15387017484855203,0.8473945892436523,8.03299964014239,-1.0891143747526637,protein_coding,ENSG00000008441,protein_coding,10.0,0.5521800505000298,100594.0,0.6286986955138403,3143.0,0.8956521739130435,230.0,0.5995475113122172,1326.0,0.6143667296786389,1587.0,0.5497121630357821,97451.0,2.8635062042634427
ENSG00000008838,2.5010824082434864,4.350660837540597,9.019463640722302,-1.0819845342501664,protein_coding,ENSG00000008838,protein_coding,25.0,0.5071934296233361,35310.0,0.5742890307603018,3446.0,0.5595238095238095,84.0,0.5776185602183556,2931.0,0.5545243619489559,431.0,0.4999372332412754,31864.0,6.964596633778294
ENSG00000008952,1.0183493098788918,1.511620852614323,8.58684442080972,-0.2214415603005301,protein_coding,ENSG00000008952,protein_coding,8.0,0.36420945924541454,31567.0,0.365154765553172,6526.0,0.8125,16.0,0.4108333333333333,1200.0,0.3534839924670433,5310.0,0.3639631005151551,25041.0,1.0726325467361324
ENSG00000009307,2.935120250206149,4.211079185328325,9.013608831832121,1.6386656214053206,protein_coding,ENSG00000009307,protein_coding,21.0,0.38228358898315373,41137.0,0.4179035250463822,4312.0,0.4578544061302682,522.0,0.4362919132149901,2535.0,0.3641434262948207,1255.0,0.378112695179905,36825.0,4.638218923933209
ENSG00000009335,-0.03726590940419702,1.6965485206593722,7.761744324953074,-0.28426937774790906,protein_coding,ENSG00000009335,protein_coding,23.0,0.42112767833186404,130445.0,0.4729574223245109,5214.0,0.7925072046109509,347.0,0.458179581795818,3252.0,0.4340557275541796,1615.0,0.4189697439132483,125231.0,4.219409282700422
ENSG00000009413,-0.8476218545989607,0.8635653096095933,6.938665854735875,-2.27843452519634,protein_coding,ENSG00000009413,nonsense_mediated_decay,34.0,0.3689633700625389,184685.0,0.39985406785844585,10964.0,0.7052401746724891,458.0,0.5902777777777778,144.0,0.3837097085504729,10362.0,0.3670137749610007,173721.0,3.0098504195549065
ENSG00000009844,1.6549853833373076,2.8266988417513197,8.042774741193075,-0.3470327324340476,protein_coding,ENSG00000009844,protein_coding,8.0,0.35492037249912817,77423.0,0.3783435846087827,6991.0,0.52,25.0,0.4437229437229437,924.0,0.3677590201919894,6042.0,0.3525954111767379,70432.0,1.0012873694750393
ENSG00000009954,0.6063474667245725,1.009656032172659,7.335345942461474,-0.5122071957989685,protein_coding,ENSG00000009954,protein_coding,20.0,0.4319192067213755,81888.0,0.4796402289452167,6115.0,0.7638888888888888,360.0,0.4674303683737646,4452.0,0.4428242517267844,1303.0,0.4280680453459675,75773.0,3.1071136549468523
ENSG00000010017,0.5991749455332609,1.774439611530147,8.319896503772345,-0.7404418553011938,protein_coding,ENSG00000010017,protein_coding,14.0,0.3707631340078372,90338.0,0.4964539007092199,3384.0,0.8,330.0,0.5136986301369864,2190.0,0.3368055555555556,864.0,0.365871610276698,86954.0,3.8416075650118198
ENSG00000010072,-1.1454457409137473,0.5205570194935671,6.79915874620542,-0.17082368279415383,protein_coding,ENSG00000010072,protein_coding,5.0,0.4008726316418624,16731.0,0.3906298479677319,3223.0,0.7142857142857143,91.0,0.4469387755102041,1470.0,0.3231046931407942,1662.0,0.4033165531536867,13508.0,1.2410797393732549
ENSG00000010244,0.8944491621968638,2.3907134453745917,7.8216522654828795,-1.5536260538551216,protein_coding,ENSG00000010244,protein_coding,12.0,0.3847025495750708,31770.0,0.3691314128147449,13781.0,0.5621301775147929,169.0,0.4794612794612795,1485.0,0.35293147522058216,12127.0,0.3966312746678526,17989.0,0.7982004208693129
ENSG00000010256,2.482293293624849,4.387787584267408,9.09494558005388,1.7888382200642279,protein_coding,ENSG00000010256,protein_coding,13.0,0.5306716768435885,10645.0,0.5830721003134797,1595.0,0.6538461538461539,26.0,0.5821205821205822,1443.0,0.5793650793650794,126.0,0.5214364640883978,9050.0,7.523510971786834
ENSG00000010292,2.4884121759957325,3.192810993359354,8.239098700056166,0.04139300985745932,protein_coding,ENSG00000010292,protein_coding,32.0,0.4608231626776563,37854.0,0.5158549222797928,4825.0,0.5789473684210527,76.0,0.5242510699001427,4206.0,0.4419889502762431,543.0,0.4527839171637046,33029.0,6.4248704663212415
ENSG00000010322,0.31956013276018513,2.596782200657689,8.592398051984143,-0.763137878289821,protein_coding,ENSG00000010322,protein_coding,22.0,0.5327659350214751,37951.0,0.5994587280108254,5173.0,0.7361111111111112,72.0,0.6059800664451828,4515.0,0.5324232081911263,586.0,0.5222405271828665,32778.0,4.059539918809202
ENSG00000010803,1.059562944297329,2.757189488325049,7.355862101082371,-1.4734888085945779,protein_coding,ENSG00000010803,protein_coding,16.0,0.3949468394481539,214915.0,0.5260306951549805,3323.0,0.4254606365159129,597.0,0.5490196078431373,1734.0,0.5463709677419355,992.0,0.3928881999319445,211592.0,4.513993379476377
ENSG00000010810,0.8970854969834896,1.754311306518299,8.00884574455666,-0.5789545310574296,protein_coding,ENSG00000010810,protein_coding,14.0,0.4242284899188724,213121.0,0.4842888643880926,3628.0,0.7067545304777595,607.0,0.4975216852540272,1614.0,0.373134328358209,1407.0,0.4231883642890216,209493.0,3.5832414553472987
ENSG00000011007,-0.2558389044295899,2.0716215043158965,7.291701029470019,-1.7174837718013254,protein_coding,ENSG00000011007,protein_coding,11.0,0.4569690558053425,18905.0,0.4897167248738844,5154.0,0.7675276752767528,271.0,0.5131414267834794,2397.0,0.4368463395012068,2486.0,0.4446949312777253,13751.0,1.9402405898331396
ENSG00000011021,-0.934703432872219,3.174556092240315,7.105271492342374,-2.5538238206274473,protein_coding,ENSG00000011021,nonsense_mediated_decay,27.0,0.4806805419484337,41849.0,0.5401953418482344,3993.0,0.5625,32.0,0.5237140948563794,1497.0,0.5499188311688312,2464.0,0.4744030008453086,37856.0,6.511394941147008
ENSG00000011114,-0.2845458728842822,0.7162165683003483,6.567660546252773,-2.370308527002052,protein_coding,ENSG00000011114,protein_coding,11.0,0.4005361986448417,95487.0,0.43374777975133216,8445.0,0.6625386996904025,323.0,0.4674904383642248,3399.0,0.3938174888841838,4723.0,0.3973139403965901,87042.0,1.1841326228537596
ENSG00000011198,-0.600446061615646,0.9250512310818968,7.88260622771209,-0.4475176733847463,protein_coding,ENSG00000011198,nonsense_mediated_decay,9.0,0.3989464482885536,43472.0,0.4955640050697085,1578.0,0.77,100.0,0.4552380952380952,1050.0,0.530373831775701,428.0,0.3953072038955459,41894.0,5.069708491761724
ENSG00000011243,0.41066673265765213,4.214071428794614,8.148853848262801,-0.03955484885217391,protein_coding,ENSG00000011243,nonsense_mediated_decay,16.0,0.4885339885339886,39072.0,0.6037316748111949,2251.0,0.6060606060606061,198.0,0.4925373134328358,201.0,0.6155507559395248,1852.0,0.4814915401537167,36821.0,6.663705019991116
ENSG00000011258,0.6568166796493198,2.204774261411848,6.926963489116439,-1.6593851672733368,protein_coding,ENSG00000011258,protein_coding,17.0,0.39459001512859293,82625.0,0.38713886300093203,5365.0,0.617737003058104,327.0,0.4250132485426603,1887.0,0.34052681688352904,3151.0,0.3951074294589697,77260.0,2.9822926374650516
ENSG00000011260,1.8783329849259087,1.848916198110134,7.765369777414318,2.0593971157792477,protein_coding,ENSG00000011260,protein_coding,14.0,0.4036321814485931,37388.0,0.4557569296375267,1876.0,0.5641025641025641,39.0,0.464392579293836,1671.0,0.3433734939759036,166.0,0.4008785762559135,35512.0,6.929637526652452
ENSG00000011275,-0.16674556153974376,1.4259032527963902,7.460955894370389,-0.9606664884677459,protein_coding,ENSG00000011275,protein_coding,17.0,0.4552056913083823,161650.0,0.5412307146657209,5639.0,0.6044444444444445,225.0,0.4948096885813149,2601.0,0.5790970494134376,2813.0,0.4520963265410772,156011.0,2.8373825146302534
ENSG00000011304,1.5655484353335736,2.487971882355369,8.365052596573312,-0.30564871979105346,protein_coding,ENSG00000011304,protein_coding,14.0,0.6117485084901331,15253.0,0.5936060688160391,3691.0,0.6832151300236406,423.0,0.6151669496321449,1767.0,0.5429713524317122,1501.0,0.6175402179553711,11562.0,3.522080736927662
ENSG00000011376,1.362806501698999,2.704500621841563,7.500698671439212,-0.5284194682891785,protein_coding,ENSG00000011376,protein_coding,22.0,0.4235325259744557,166221.0,0.4967551622418879,10170.0,0.5458015267175572,262.0,0.5114306784660767,2712.0,0.4894385769872151,7196.0,0.4187605334153578,156051.0,2.0648967551622417
ENSG00000011426,-0.5236701622428623,1.6294938687397342,7.349455089924907,-0.08731348925716631,protein_coding,ENSG00000011426,protein_coding,23.0,0.3786872176454956,63971.0,0.4003432739755417,4661.0,0.5631067961165048,206.0,0.4237132352941176,3264.0,0.30814441645675905,1191.0,0.3769853313100657,59310.0,4.7200171636987776
ENSG00000011451,0.04928224856820369,2.083194415906456,8.28699115010718,-4.088909174175246,protein_coding,ENSG00000011451,protein_coding,8.0,0.5815761377285467,29972.0,0.5892888498683055,5695.0,0.7476635514018691,214.0,0.6578616352201258,2385.0,0.5255167958656329,3096.0,0.5797668575194629,24277.0,1.2291483757682178
ENSG00000011454,-0.19942102220163152,1.90571980645504,8.076001930297087,-0.887558084511069,protein_coding,ENSG00000011454,protein_coding,26.0,0.3845905021147778,163847.0,0.4358202968311272,4986.0,0.5853658536585366,123.0,0.4370716510903427,3210.0,0.4222625529340593,1653.0,0.3829826074366899,158861.0,5.014039310068191
ENSG00000011566,-0.8519119173546641,1.81614283196682,8.166789809400864,-1.0437717491568703,protein_coding,ENSG00000011566,protein_coding,34.0,0.3689128816083395,188020.0,0.3946943483275664,4335.0,0.7785234899328859,298.0,0.40521415270018624,2685.0,0.2892011834319527,1352.0,0.3683044342216294,183685.0,7.612456747404845
ENSG00000012048,1.9093506964555342,2.0948295812796762,8.251108315398437,-0.5266560486918397,protein_coding,ENSG00000012048,protein_coding,24.0,0.42929460887558657,81189.0,0.4189821182943604,7270.0,0.5431034482758621,232.0,0.4116710875331565,5655.0,0.4280549530007231,1383.0,0.4303088515807844,73919.0,3.1636863823933976
ENSG00000012963,1.7501777055930572,2.5702460247091032,9.125839293285953,0.6909675097781134,protein_coding,ENSG00000012963,protein_coding,11.0,0.43096539162112935,21960.0,0.44447624499141386,3494.0,0.7222222222222222,36.0,0.4569640062597809,1278.0,0.4325688073394495,2180.0,0.42840896783277377,18466.0,2.862049227246709
ENSG00000012983,-0.3490516697802586,2.3266039782502412,7.719970113063472,-0.7033910643053214,protein_coding,ENSG00000012983,protein_coding,32.0,0.3610816496471929,114085.0,0.3980248047772164,4354.0,0.7492163009404389,319.0,0.4088941361668634,2541.0,0.3045515394912985,1494.0,0.35961578769900937,109731.0,7.119889756545705
